instance,scale,distribution,scenario,algorithm,objective_mode,runs,successful_runs,failed_runs,skipped_runs,feasible_rate,prefix_preservation_rate,failure_recovery_rate,completion_rate_mean,completion_rate_std,completion_rate_min,completion_rate_max,final_completion_makespan_mean,final_completion_makespan_std,final_completion_makespan_min,final_completion_makespan_max,relative_makespan_increase_mean,relative_makespan_increase_std,relative_makespan_increase_min,relative_makespan_increase_max,replanning_time_ms_mean,replanning_time_ms_std,replanning_time_ms_min,replanning_time_ms_max,reassigned_tasks_mean,reassigned_tasks_std,reassigned_tasks_min,reassigned_tasks_max,changed_candidates_mean,changed_candidates_std,changed_candidates_min,changed_candidates_max,forced_candidate_changes_mean,forced_candidate_changes_std,forced_candidate_changes_min,forced_candidate_changes_max,changed_edges_mean,changed_edges_std,changed_edges_min,changed_edges_max,disruption_score_mean,disruption_score_std,disruption_score_min,disruption_score_max,accepted_candidates_mean,accepted_candidates_std,accepted_candidates_min,accepted_candidates_max,accepted_worse_candidates_mean,accepted_worse_candidates_std,accepted_worse_candidates_min,accepted_worse_candidates_max,best_updates_mean,best_updates_std,best_updates_min,best_updates_max,paired_dynamic_ails_minus_greedy_mean,paired_dynamic_ails_minus_greedy_ls_mean,paired_dynamic_ails_minus_global_replan_mean
L-C,L,clustered,service_location_invalidation,greedy,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,76.3015107501375,1.1130130352650458,75.5496700698671,77.5801213529253,0.0007269225210686101,0.00125906673965689,0.0,0.00218076756320583,1.4793,0.07603867437034915,1.4047,1.5567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.666666666666667,1.1547005383792515,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
L-C,L,clustered,service_location_invalidation,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,76.3015107501375,1.1130130352650458,75.5496700698671,77.5801213529253,0.0007269225210686101,0.00125906673965689,0.0,0.00218076756320583,20.622200000000003,3.6038173635743536,18.0044,24.7325,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896257,0.0,1.0,1.0,0.0,1.0,1.0,7.333333333333333,3.0550504633038935,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
L-U,L,uniform,new_task_arrival,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,135.58677768479967,6.771309551462788,130.460222054314,143.262731273782,0.3095741329248603,0.11722284581054777,0.209988986905407,0.438759996577667,1218.0261,119.03433159605683,1100.9049,1338.8855,1.0,1.7320508075688772,0.0,3.0,1.6666666666666667,0.5773502691896257,1.0,2.0,0.0,0.0,0.0,0.0,44.666666666666664,21.939310229205777,32.0,70.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.5773502691896257,0.0,1.0,1.3333333333333333,0.5773502691896257,1.0,2.0,-2.244073617217007,-2.0550229709410055,-0.09769718567166781
L-U,L,uniform,new_task_arrival,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,135.68447487047135,7.409507618101108,129.379341731639,143.845511787099,0.31020708995977536,0.11641224196533499,0.24122966070079,0.444612748943126,1657.7510333333332,113.40322277661835,1533.0147,1754.629,4.666666666666667,3.0550504633038935,2.0,8.0,23.666666666666668,7.505553499465135,16.0,31.0,0.0,0.0,0.0,0.0,97.33333333333333,6.429100507328637,90.0,102.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.5773502691896257,2.0,3.0,1.0,1.0,0.0,2.0,1.3333333333333333,1.1547005383792515,0.0,2.0,,,
L-U,L,uniform,new_task_arrival,greedy,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,137.83085130201667,7.043280685556716,133.23933946089,145.940067214283,0.3310961537890147,0.11792207974056332,0.245723994539156,0.465647965376969,17.273566666666667,1.0752726971951494,16.5887,18.5129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.333333333333332,2.309401076758503,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
L-U,L,uniform,new_task_arrival,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,137.64180065574067,7.064420235092105,133.23933946089,145.790281443704,0.32930440504728103,0.11847994098802457,0.241853017936976,0.464143695753948,40.799299999999995,1.9337319178210801,38.6394,42.3696,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.666666666666668,3.0550504633038935,28.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
L-U,L,uniform,robot_failure,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,158.10584703518234,16.875640724452506,148.147744775112,177.590566002111,0.5249386345829833,0.16968730974535717,0.374036750743296,0.708626581167784,1261.5500666666667,42.971509874489385,1212.041,1289.1664,9.0,1.7320508075688772,8.0,11.0,7.666666666666667,2.516611478423583,5.0,10.0,0.0,0.0,0.0,0.0,40.0,17.435595774162696,20.0,52.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.5773502691896257,3.0,4.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.5773502691896257,3.0,4.0,-3.9356390553026777,-2.401591064861331,-0.11540057165934552
L-U,L,uniform,robot_failure,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,158.22124760684167,20.476253027995124,134.59320773759,170.786091768081,0.5216427175515137,0.15164881874718739,0.35169364273701,0.643159671472838,1412.3688,92.29201228188717,1347.82,1518.0796,15.0,6.0,9.0,21.0,25.333333333333332,5.033222956847166,20.0,30.0,0.0,0.0,0.0,0.0,84.0,5.291502622129181,78.0,88.0,0.0,0.0,0.0,0.0,4.333333333333333,1.5275252316519465,3.0,6.0,0.6666666666666666,1.1547005383792517,0.0,2.0,3.0,3.0,0.0,6.0,,,
L-U,L,uniform,robot_failure,greedy,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,162.041486090485,18.124425261784992,151.129621068929,182.963290461056,0.5627140635517166,0.17940410702423315,0.410058133603261,0.760318402588833,10.047366666666667,2.8319547177406164,6.8042,12.0314,7.666666666666667,0.5773502691896257,7.0,8.0,5.333333333333333,0.5773502691896257,5.0,6.0,0.0,0.0,0.0,0.0,18.0,2.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
L-U,L,uniform,robot_failure,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,160.50743810004366,18.8841842269483,148.147744775112,182.24494845609,0.548403175712017,0.19153188485142025,0.374036750743296,0.753407121929699,25.345333333333333,2.8984435691131423,22.0505,27.5017,7.666666666666667,0.5773502691896257,7.0,8.0,5.666666666666667,0.5773502691896257,5.0,6.0,0.0,0.0,0.0,0.0,20.0,4.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
L-U,L,uniform,service_location_invalidation,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,103.91400744645132,3.554801454815558,100.866871063902,107.819346676841,0.0015008470191870498,0.010813672238407063,-0.00848400314954005,0.0129865442071012,1114.3033666666668,45.38561612673482,1078.9094,1165.4713,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10.666666666666666,2.309401076758503,8.0,12.0,0.0,0.0,0.0,0.0,3.3333333333333335,1.5275252316519468,2.0,5.0,1.3333333333333333,1.5275252316519468,0.0,3.0,1.0,1.0,0.0,2.0,-0.5538117031719972,-0.2939356747883295,-7.436293352556007
L-U,L,uniform,service_location_invalidation,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,111.35030079900734,3.739867153848903,107.988528461759,115.378626294392,0.07475549277068963,0.07298414619456292,0.0265666696406042,0.158725304875122,1433.9922666666669,63.1095040034648,1367.4242,1492.9537,3.6666666666666665,1.5275252316519468,2.0,5.0,20.0,7.810249675906654,11.0,25.0,1.0,0.0,1.0,1.0,74.66666666666667,2.309401076758503,72.0,76.0,0.0,0.0,0.0,0.0,3.6666666666666665,1.5275252316519468,2.0,5.0,0.6666666666666666,1.1547005383792517,0.0,2.0,2.3333333333333335,1.5275252316519468,1.0,4.0,,,
L-U,L,uniform,service_location_invalidation,greedy,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,104.46781914962332,3.8932244881960476,100.866871063902,108.598974761992,0.006739139323743673,0.006507221732863023,0.0,0.0129865442071012,1.7919,0.14511071635134326,1.6311,1.9131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
L-U,L,uniform,service_location_invalidation,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,104.20794312123967,3.484112315403018,100.866871063902,107.819346676841,0.004328848069033733,0.0074977847938128535,0.0,0.0129865442071012,21.417933333333334,6.13219367464314,17.687,28.4953,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.666666666666667,2.309401076758503,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-C,M,clustered,new_task_arrival,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,124.30088809136767,0.709789472696151,123.664453451702,125.066335002826,0.03504539764084657,0.0059141940729692906,0.0297401731952022,0.0414220717212039,1051.2287,13.03989898848916,1037.3709,1063.2576,1.0,1.0,0.0,2.0,3.3333333333333335,1.5275252316519468,2.0,5.0,0.0,0.0,0.0,0.0,22.333333333333332,4.163331998932265,19.0,27.0,0.0,0.0,0.0,0.0,8.666666666666666,4.041451884327381,5.0,13.0,2.3333333333333335,1.5275252316519468,1.0,4.0,4.666666666666667,2.0816659994661326,3.0,7.0,-2.8260979316390027,-2.8260979316390027,-4.189202106257999
M-C,M,clustered,new_task_arrival,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,128.49009019762568,3.7912546680138166,124.860265457939,132.424410793155,0.06992850558345791,0.03156489966626787,0.039706139353392,0.102683365342926,1113.6414333333332,15.78581609209147,1100.4457,1131.1295,1.0,0.0,1.0,1.0,8.333333333333334,4.041451884327381,6.0,13.0,0.0,0.0,0.0,0.0,35.0,7.211102550927978,29.0,43.0,0.0,0.0,0.0,0.0,11.333333333333334,6.027713773341708,5.0,17.0,1.3333333333333333,0.5773502691896257,1.0,2.0,9.666666666666666,6.110100926607787,3.0,15.0,,,
M-C,M,clustered,new_task_arrival,greedy,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,127.12698602300668,2.993412366429277,124.413733870849,130.338124073865,0.0585780426297886,0.0249212183461153,0.0359878897500488,0.0853110874757423,2.7139,0.07858759444085317,2.6294,2.7848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,1.1547005383792515,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-C,M,clustered,new_task_arrival,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,127.12698602300668,2.993412366429277,124.413733870849,130.338124073865,0.0585780426297886,0.0249212183461153,0.0359878897500488,0.0853110874757423,10.029766666666667,0.9646578944544713,8.9275,10.7199,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896257,0.0,1.0,0.0,0.0,0.0,0.0,13.666666666666666,1.1547005383792515,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-C,M,clustered,robot_failure,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,159.455054226514,9.627566910331364,153.590290708174,170.56627797391,0.3277715759875377,0.080161584207107,0.278939842140202,0.420286458393739,1021.4555999999999,3.58872316708875,1018.3295,1025.3744,8.333333333333334,4.041451884327381,6.0,13.0,5.333333333333333,2.0816659994661326,3.0,7.0,0.0,0.0,0.0,0.0,26.666666666666668,4.163331998932265,22.0,30.0,0.0,0.0,0.0,0.0,12.333333333333334,3.511884584284246,9.0,16.0,2.0,0.0,2.0,2.0,8.0,3.4641016151377544,6.0,12.0,-8.810255345343004,-6.180316532828006,-0.7629959448900081
M-C,M,clustered,robot_failure,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,160.218050171404,9.341559993280246,151.973259072477,170.363925438551,0.33412501551857937,0.07778042248312102,0.265474888233557,0.418601491299389,1067.6324333333334,14.7951333655135,1051.1608,1079.7938,10.333333333333334,3.511884584284246,7.0,14.0,9.0,7.54983443527075,1.0,16.0,0.0,0.0,0.0,0.0,39.333333333333336,10.263202878893768,28.0,48.0,0.0,0.0,0.0,0.0,15.666666666666666,3.214550253664318,12.0,18.0,2.6666666666666665,0.5773502691896257,2.0,3.0,11.0,4.358898943540674,6.0,14.0,,,
M-C,M,clustered,robot_failure,greedy,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,168.265309571857,18.099025038174,157.486119940296,189.16075845949,0.401133773363912,0.15070231776533402,0.311380247065295,0.575120632816981,2.3291,0.6515454934231378,1.5814,2.7752,6.0,0.0,6.0,6.0,3.6666666666666665,0.5773502691896257,3.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-C,M,clustered,robot_failure,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,165.635370759342,14.83580674094334,156.034340622882,182.722721339359,0.37923453165490234,0.12352990964218007,0.299291342210207,0.52151181254504,7.892766666666667,0.6100773257000568,7.2576,8.4742,6.0,0.0,6.0,6.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,13.333333333333334,1.1547005383792515,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-C,M,clustered,service_location_invalidation,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,120.39975264913666,0.53325017855937,120.091880515,121.01549691741,0.002560868750927928,0.004435554788122825,-1.18333185010181e-16,0.00768260625278402,1019.7162666666667,8.278613126202576,1010.2142,1025.372,0.0,0.0,0.0,0.0,2.6666666666666665,1.5275252316519468,1.0,4.0,1.0,0.0,1.0,1.0,15.333333333333334,1.1547005383792515,14.0,16.0,0.0,0.0,0.0,0.0,7.333333333333333,6.658328118479393,3.0,15.0,2.0,3.4641016151377544,0.0,6.0,3.0,1.0,2.0,4.0,0.0,0.0,-0.8834902391776657
M-C,M,clustered,service_location_invalidation,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,121.28324288831432,2.0764188997258035,120.076978676596,123.680869473347,0.009917593535944342,0.017285349716179545,-0.000124086976905954,0.0298768675847391,1058.0966666666666,5.968600001116927,1053.0528,1064.686,0.0,0.0,0.0,0.0,4.333333333333333,1.5275252316519465,3.0,6.0,1.0,0.0,1.0,1.0,20.0,8.717797887081348,14.0,30.0,0.0,0.0,0.0,0.0,20.666666666666668,5.507570547286102,15.0,26.0,2.6666666666666665,1.5275252316519468,1.0,4.0,13.666666666666666,7.234178138070235,9.0,22.0,,,
M-C,M,clustered,service_location_invalidation,greedy,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,120.39975264913666,0.53325017855937,120.091880515,121.01549691741,0.002560868750927928,0.004435554788122825,-1.18333185010181e-16,0.00768260625278402,0.5079666666666666,0.027976835656187662,0.478,0.5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-C,M,clustered,service_location_invalidation,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,120.39975264913666,0.53325017855937,120.091880515,121.01549691741,0.002560868750927928,0.004435554788122825,-1.18333185010181e-16,0.00768260625278402,5.9374666666666664,0.09350349369586872,5.8331,6.0136,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-U,M,uniform,new_task_arrival,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,154.12218935788434,14.434182614499012,141.620797307005,169.919194897548,0.263609022388311,0.1246909390417009,0.189705774693774,0.407572621099382,1028.6556666666668,9.803868022537578,1022.8657,1039.9752,2.0,2.0,0.0,4.0,3.6666666666666665,0.5773502691896257,3.0,4.0,0.0,0.0,0.0,0.0,29.666666666666668,6.110100926607786,23.0,35.0,0.0,0.0,0.0,0.0,9.0,2.6457513110645907,7.0,12.0,2.0,1.0,1.0,3.0,4.333333333333333,2.0816659994661326,2.0,6.0,-4.049413959830673,-3.893147919771669,-8.559023524332332
M-U,M,uniform,new_task_arrival,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,162.68121288221667,13.603890263997979,150.72009341888,177.480193459067,0.3337570048239793,0.11826206228814942,0.260829250746079,0.470206242743966,1105.5208666666667,12.361487978529647,1091.4176,1114.4777,6.0,1.7320508075688772,4.0,7.0,9.0,3.605551275463989,6.0,13.0,0.0,0.0,0.0,0.0,45.0,5.291502622129181,39.0,49.0,0.0,0.0,0.0,0.0,7.333333333333333,4.041451884327381,3.0,11.0,1.3333333333333333,0.5773502691896257,1.0,2.0,4.333333333333333,3.0550504633038935,1.0,7.0,,,
M-U,M,uniform,new_task_arrival,greedy,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,158.171603317715,12.543675760579408,148.416717881298,172.321341284584,0.2970903743688594,0.1144880554936081,0.212976475604876,0.42747146471327,2.5834,0.13760664954863194,2.4611,2.7324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.4641016151377544,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-U,M,uniform,new_task_arrival,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,158.01533727765602,12.727534355385137,147.947919761121,172.321341284584,0.29577339883956033,0.11530618544425206,0.212976475604876,0.42747146471327,9.953666666666667,0.6989600584678162,9.5419,10.7607,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.333333333333334,3.055050463303893,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-U,M,uniform,robot_failure,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,165.66758432767267,12.923128001819123,153.26189398408,179.052446811866,0.35663115167066334,0.07636238193102803,0.269587264463549,0.412348776849539,1021.1603666666666,6.427575954691926,1017.1663,1028.5749,8.666666666666666,0.5773502691896257,8.0,9.0,7.0,2.6457513110645907,4.0,9.0,0.0,0.0,0.0,0.0,28.666666666666668,1.1547005383792515,28.0,30.0,0.0,0.0,0.0,0.0,15.666666666666666,4.163331998932265,11.0,19.0,4.0,3.0,1.0,7.0,9.333333333333334,0.5773502691896257,9.0,10.0,-18.85018675803367,-18.081608914132335,0.030200080255999257
M-U,M,uniform,robot_failure,global_replan,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,165.63738424741666,13.635872559234231,151.032999465625,178.035749644668,0.35666658272486534,0.09154557198306328,0.251123600594452,0.414546981889721,1061.6816333333334,7.0074186733299335,1054.5192,1068.523,8.333333333333334,0.5773502691896257,8.0,9.0,8.666666666666666,2.0816659994661326,7.0,11.0,0.0,0.0,0.0,0.0,37.333333333333336,4.163331998932266,34.0,42.0,0.0,0.0,0.0,0.0,16.666666666666668,5.686240703077327,12.0,23.0,1.3333333333333333,0.5773502691896257,1.0,2.0,14.333333333333334,4.932882862316248,11.0,20.0,,,
M-U,M,uniform,robot_failure,greedy,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,184.51777108570636,13.997180240721287,168.599992405559,194.903447624655,0.5127810369674174,0.12354899426951937,0.396644642594484,0.642603031346441,2.1739,0.3796488772537067,1.8556,2.5941,5.666666666666667,0.5773502691896257,5.0,6.0,4.333333333333333,1.1547005383792515,3.0,5.0,0.0,0.0,0.0,0.0,14.666666666666666,1.1547005383792515,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-U,M,uniform,robot_failure,greedy_ls,minimum_makespan,3,3,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,183.749193241805,13.181296891898043,168.599992405559,192.597714092951,0.506303633352426,0.11343498530301847,0.396644642594484,0.623170820501467,8.2967,0.7424114964088309,7.6618,9.113,5.666666666666667,0.5773502691896257,5.0,6.0,5.333333333333333,1.1547005383792515,4.0,6.0,0.0,0.0,0.0,0.0,17.333333333333332,2.309401076758503,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
M-U,M,uniform,service_location_invalidation,dynamic_ails,minimum_makespan,3,3,0,0,1.0,1.0,,1.0,0.0,1.0,1.0,126.484201244787,5.966098482021674,122.631841860413,133.356472977909,0.0360958867505857,0.018428704045354065,0.0158547607395493,0.0519032543197634,1008.3393666666667,0.9335450408701399,1007.4468,1009.3091,0.3333333333333333,0.5773502691896258,0.0,1.0,3.0,2.6457513110645907,1.0,6.0,1.0,0.0,1.0,1.0,13.333333333333334,4.163331998932265,10.0,18.0,0.0,0.0,0.0,0.0,8.333333333333334,6.8068592855540455,3.0,16.0,2.0,2.0,0.0,4.0,2.0,1.7320508075688772,0.0,3.0,-0.38770647322433166,-0.2333798941766645,-6.295439931763677
