instance,scenario,progress,scenario_seed,method,algorithm_seed_count,algorithm_seed_min,algorithm_seed_max,greedy_baseline_cost,route_cost_mean,route_cost_sample_sd,route_cost_median,route_cost_min,route_cost_max,route_cost_cv,online_time_ms_mean,online_time_ms_sample_sd,online_time_ms_median,online_time_ms_min,online_time_ms_max,online_time_ms_cv,paired_relative_reduction_percent
M-C,new_task_arrival,0.75,0,dynamic_ails,10,1000,1009,135.29641269935,134.369194880566,1.0788991688255585,135.038769032104,132.756542760484,135.038769032104,0.008029363945988792,1012.1688099999999,2.8021936408820767,1012.73745,1007.7612,1015.3253,0.002768504238815734,0.6853232841024481
M-C,new_task_arrival,0.75,0,global_replan,10,1000,1009,135.29641269935,133.5168818542147,1.0663676713539914,132.832011410224,132.756542760484,135.038769032104,0.00798676284635185,1039.7066,5.039724299557978,1039.0385,1032.3058,1046.956,0.0048472562351320825,1.315283095561223
M-C,new_task_arrival,0.75,1,dynamic_ails,10,1000,1009,140.765459574028,130.191218772059,0.0,130.191218772059,130.191218772059,130.191218772059,0.0,1012.9582699999999,5.969222943296532,1012.8806500000001,1005.8776,1022.1106,0.005892861650950865,7.511957005623287
M-C,new_task_arrival,0.75,1,global_replan,10,1000,1009,140.765459574028,130.191218772059,0.0,130.191218772059,130.191218772059,130.191218772059,0.0,1038.6500899999999,5.312051096735958,1039.20775,1030.2612,1050.112,0.005114379855044309,7.511957005623287
M-C,new_task_arrival,0.75,2,dynamic_ails,10,1000,1009,133.17110893461,130.191218772059,0.0,130.191218772059,130.191218772059,130.191218772059,0.0,1017.71515,6.159451295773028,1016.83025,1009.9287,1028.5969,0.006052235044130991,2.237640120586672
M-C,new_task_arrival,0.75,2,global_replan,10,1000,1009,133.17110893461,130.191218772059,0.0,130.191218772059,130.191218772059,130.191218772059,0.0,1040.4725,4.774017628324793,1040.03655,1033.6806,1048.4915,0.0045883169697659406,2.237640120586672
M-C,robot_failure,0.25,0,dynamic_ails,10,1000,1009,189.16075845949,169.2618878723218,6.479001574668906,166.556562778256,161.826077658318,181.069155722873,0.03827797064130685,1055.0329,19.30522626947317,1053.9832000000001,1024.8435,1082.7327,0.01829822204546718,10.519555297421624
M-C,robot_failure,0.25,0,global_replan,10,1000,1009,189.16075845949,164.8404958300647,4.940478974980303,164.39064719457502,159.831445877605,176.765252997335,0.029971269802982637,1155.99341,22.212966802820887,1158.09995,1123.8863,1187.2284,0.019215478748119234,12.856928058169979
M-C,robot_failure,0.25,1,dynamic_ails,10,1000,1009,156.944791147916,154.3999947002846,1.7829506238769464,154.02366796445,152.392153795994,156.944791147916,0.011547608063963618,1051.36294,33.07105512697702,1046.99525,1014.3126,1105.3681,0.031455412654146836,1.6214596413289055
M-C,robot_failure,0.25,1,global_replan,10,1000,1009,156.944791147916,156.29711741892982,2.468920630103021,155.61805950647152,152.467982142592,161.021195410392,0.01579632862636531,1134.21713,19.38149784924041,1131.2346,1105.2395,1163.6601,0.01708799606054302,0.4126761546203616
M-C,robot_failure,0.25,2,dynamic_ails,10,1000,1009,157.372918296347,154.15256412149012,3.799105615742586,155.916081308733,147.243369948492,157.372918296347,0.02464510167179866,1048.12522,32.005021725028676,1038.5255499999998,1016.6644,1102.5696,0.030535494342010663,2.046320427757888
M-C,robot_failure,0.25,2,global_replan,10,1000,1009,157.372918296347,155.2704877846394,0.717370874197381,155.177625505097,153.847425460667,156.035699753221,0.004620136668807123,1159.35836,33.84673281758356,1157.32275,1119.6674,1205.0036,0.02919436645765297,1.3359544542146193
